name,category,description,coordinates,source_file,corrected_description
Orthodox Judaism,Landmark,"['\\n', 'Orthodox Judaismis the collective term for the traditionalist branches of contemporaryJudaism.Theologically, it is chiefly defined by regarding theTorah, bothWrittenandOral, asrevealedbyGodtoMosesonMount Sinaiand faithfully transmitted ever since.\\n', 'Orthodox Judaism, therefore, advocates a strict observance of Jewish law, orhalakha, which is supposed to be exclusivelyinterpreted and determinedaccording to traditional methods and it is supposed to be adhered to according to the continuum of precedents which have been received through the ages. It regards the entirehalakhicsystem as a system of law which is ultimately grounded in immutable revelation, essentially beyond external influence. Key practices are observing theSabbath, eatingkosher, andTorah study. Key doctrines include a futureMessiahwho will restore Jewish practice bybuilding the temple in Jerusalemandgathering all the Jews to Israel, belief in a future bodilyresurrection of the dead, divine reward and punishment for the righteous and the sinners.\\n']","{'latitude': None, 'longitude': None}",orthodox_judaism.txt,"['\\n', 'Orthodox Judaism is the collective term for the traditionalist branches of contemporary Judaism. Theologically, it is chiefly defined by regarding the Torah, both Written and Oral, as revealed by God to Moses on Mount Sinai and faithfully transmitted ever since.\\n', 'Orthodox Judaism, therefore, advocates a strict observance of Jewish law, or halakha, which is supposed to be exclusively interpreted and determined according to traditional methods, and it is supposed to be adhered to according to the continuum of precedents which have been received through the ages. It regards the entire halakhic system as a system of law that is ultimately grounded in immutable revelation, essentially beyond external influence. Key practices include observing the Sabbath, eating kosher, and Torah study. Key doctrines include a future Messiah who will restore Jewish practice by building the temple in Jerusalem and gathering all the Jews to Israel, belief in a future bodily resurrection of the dead, and divine reward and punishment for the righteous and the sinners.\\n']"
Our Lady of Lourdes,Landmark,"['Our Lady of Lourdes(French:Notre-Dame de Lourdes;Occitan:N\\xc3\\xb2stra Senhora de Lorda) is a title of theVirgin Mary. She is venerated under this title by theRoman Catholic Churchdue to herapparitionsthat occurred inLourdes,France. The first apparition of 11 February 1858, of whichBernadette Soubirous(age 14) told her mother that a ""Lady"" spoke to her in the cave of Massabielle (1.5 kilometres (0.93 mi) from the town) while she was gathering firewood with her sister and a friend.[1]Similar apparitions of the ""Lady"" were reported on 18 occasions that year, until the climax revelation in which she introduced herself as: ""theImmaculate Conception"".[2]On 18 January 1862, the local Bishop of Tarbes Bertrand-S\\xc3\\xa9v\\xc3\\xa8re Laurence endorsed the veneration of theBlessed Virgin Maryin Lourdes.\\n', 'On 1 February 1876,Pope Pius IXofficially granted a decree ofcanonical coronationto the image asNotre-Dame du Saint Rosaire. The coronation was performed by CardinalPier Francesco Megliaat the courtyard of what is now part of theRosary Basilicaon 3 July 1876.[3][4]\\n', 'The image of Our Lady of Lourdes has been widely copied and reproduced in shrines and homes, often ingardenlandscapes. Bernadette Soubirous was canonized byPope Pius XIin 1933.[5][6]\\n']","{'latitude': None, 'longitude': None}",our_lady_of_lourdes.txt,"['Our Lady of Lourdes (French: Notre-Dame de Lourdes; Occitan: Nòstra Senhora de Lorda) is a title of the Virgin Mary. She is venerated under this title by the Roman Catholic Church due to her apparitions that occurred in Lourdes, France. The first apparition on 11 February 1858, of which Bernadette Soubirous (age 14) told her mother that a ""Lady"" spoke to her in the cave of Massabielle (1.5 kilometers (0.93 mi) from the town) while she was gathering firewood with her sister and a friend. Similar apparitions of the ""Lady"" were reported on 18 occasions that year, until the climax revelation in which she introduced herself as: ""the Immaculate Conception."" On 18 January 1862, the local Bishop of Tarbes Bertrand-Sévère Laurence endorsed the veneration of the Blessed Virgin Mary in Lourdes. ', 'On 1 February 1876, Pope Pius IX officially granted a decree of canonical coronation to the image as Notre-Dame du Saint Rosaire. The coronation was performed by Cardinal Pier Francesco Meglia at the courtyard of what is now part of the Rosary Basilica on 3 July 1876. ', 'The image of Our Lady of Lourdes has been widely copied and reproduced in shrines and homes, often in garden landscapes. Bernadette Soubirous was canonized by Pope Pius XI in 1933. ']"
Pablo Casals Museum,Landmark,"['ThePablo Casals Museum(Spanish:Museo Pablo Casals), located on San Jos\\xc3\\xa9 Square inOld San Juan,San Juan, Puerto Rico, is a museum dedicated to theCatalanPuerto Ricancellist, composer and conductorPablo Casals, who lived the last 17 years of his life in San Juan where he composed his masterpieceEl Pessebre.[1]In addition to his piano, his cello, historical photographs, some of his musical instruments and personal belongings, the museum also has a media and music library which visitors can browse.[2]\\n', '18\\xc2\\xb027\\xe2\\x80\\xb257\\xe2\\x80\\xb3N66\\xc2\\xb007\\xe2\\x80\\xb210\\xe2\\x80\\xb3W\ufeff / \ufeff18.46583\\xc2\\xb0N 66.11944\\xc2\\xb0W\ufeff /18.46583; -66.11944\\n']","{'latitude': None, 'longitude': None}",pablo_casals_museum.txt,"['The Pablo Casals Museum (Spanish: Museo Pablo Casals), located on San José Square in Old San Juan, San Juan, Puerto Rico, is a museum dedicated to the Catalan Puerto Rican cellist, composer, and conductor Pablo Casals, who lived the last 17 years of his life in San Juan, where he composed his masterpiece El Pessebre. In addition to his piano, his cello, historical photographs, some of his musical instruments, and personal belongings, the museum also has a media and music library which visitors can browse. ', '18°27′57″N 66°07′10″W / 18.46583°N 66.11944°W / 18.46583; -66.11944']"
Palacete Los Moreau,Landmark,"[""Palacete Los Moreauis a house museum located inMoca, Puerto Rico. Historically known as theLabadie Mansion, the house inspired writerEnrique Laguerreto writeLa Llamarada.[2]The property was restored as a museum and renamed thePalacete Los Moreauin honor of Laguerre\\'s novel. It\\'s listed on theNational Register of Historic PlacesasHacienda Iruena Manor House,[1]and on thePuerto Rico Register of Historic Sites and Zonesas theLabadie House.[3]\\n"", 'Built in 1893, it is the only building still standing of an agricultural conglomerate where both coffee and sugar were planted and processed.[4]It belonged to the French family Pellot.\\n', 'The hacienda was sold to Juan Labadi\\xc3\\xa9 in 1860. At the time of acquisition, the property had an area of 1,300 acres, of which three quarters were planted with coffee. The other quarter was divided between cane, timber and cattle.\\n']","{'latitude': None, 'longitude': None}",palacete_los_moreau.txt,"""Palacete Los Moreau is a house museum located in Moca, Puerto Rico. Historically known as the Labadie Mansion, the house inspired writer Enrique Laguerre to write La Llamarada. The property was restored as a museum and renamed the Palacete Los Moreau in honor of Laguerre's novel. It's listed on the National Register of Historic Places as Hacienda Iruena Manor House, and on the Puerto Rico Register of Historic Sites and Zones as the Labadie House. Built in 1893, it is the only building still standing of an agricultural conglomerate where both coffee and sugar were planted and processed. It belonged to the French family Pellot. The hacienda was sold to Juan Labadie in 1860. At the time of acquisition, the property had an area of 1,300 acres, of which three-quarters were planted with coffee. The other quarter was divided between cane, timber, and cattle."""
Palmas del Mar,Landmark,"['Palmas del Maris a beach resort community consisting of a country club, golf courses, tennis, a beach club, residences and a hotel. It is located in the municipality ofHumacao,Puerto Rico, on the southeast corner of the island.[1]\\n', 'Set in approximately 2,750 acres (11.1 km2) of land, the resort includes over 25 different neighborhoods, including single family homes, estates and villas.\\n', 'Palmas del Mar residential community has a bank, retail shops, The Palmas Academy, a private school, an equestrian center; two golf courses, 20 tennis courts, 16 restaurants, a country club with spa, a beach club, security with strict-access control 24 hours a day and a full-service marina and yacht club. Several properties within Palmas del Mar were purchased in 2014 by Encanto Group.[2]\\n']","{'latitude': None, 'longitude': None}",palmas_del_mar.txt,"['Palmas del Mar is a beach resort community consisting of a country club, golf courses, tennis, a beach club, residences, and a hotel. It is located in the municipality of Humacao, Puerto Rico, on the southeast corner of the island.[1]\\n', 'Set in approximately 2,750 acres (11.1 km²) of land, the resort includes over 25 different neighborhoods, including single-family homes, estates, and villas.\\n', 'Palmas del Mar residential community has a bank, retail shops, The Palmas Academy, a private school, an equestrian center; two golf courses, 20 tennis courts, 16 restaurants, a country club with a spa, a beach club, security with strict-access control 24 hours a day, and a full-service marina and yacht club. Several properties within Palmas del Mar were purchased in 2014 by Encanto Group.[2]\\n']"
Pante\xc3\xb3n Nacional Rom\xc3\xa1n Baldorioty de Castro,Landmark,"['\\n', ""ThePante\\xc3\\xb3n Nacional Rom\\xc3\\xa1n Baldorioty de Castro(English: Rom\\xc3\\xa1n Baldorioty de Castro National Pantheon) is a tract of land inBarrio Segundoof the city ofPonce, Puerto Rico, originally designed as the city\\'scemetery, but later converted into what has come to be a famous burial place. Established in 1842, it isPuerto Rico\\'s first (and only) national pantheon.[4][5]It is the only cemetery dedicated as a museum in Puerto Rico and the Caribbean.[6][7]Prior to being dedicated as a Pante\\xc3\\xb3n Nacional, it was known asCementerio Viejoor asCementerio Antiguo de Ponce,[a]and is listed under that name on the U.S.National Register of Historic Places. The Pantheon is named afterRom\\xc3\\xa1n Baldorioty de Castro, a prolific Puerto Rican politician, and firm believer ofPuerto Ricanautonomyandindependence. His remains are located here.[4]The Pantheon also houses a smallmuseumabout the history ofautonomismin the Island, and it is currently used both as a park and a venue for the expression of culture and the arts.[8]It is called theMuseo del Autonomismo Puertorrique\\xc3\\xb1o.\\n"", ""Prior to being turned into a National Pantheon in 1991, it was known as Antiguo Cementerio de Ponce (Ponce\\'s Old Cemetery), to differentiate it from the newer (though now also over 100 years old)Cementerio Civil de Ponce(Ponce Civil Cemetery).[9]Built in 1842, after the design of Antonio Torruella,[10]the cemetery was enlarged in 1864, following the design of Nieto Blajol Iglesia. It closed in 1918.[11]\\n""]","{'latitude': None, 'longitude': None}",panteón_nacional_román_baldorioty_de_castro.txt,"[""The Panteón Nacional Román Baldorioty de Castro (English: Román Baldorioty de Castro National Pantheon) is a tract of land in Barrio Segundo of the city of Ponce, Puerto Rico, originally designed as the city's cemetery, but later converted into what has come to be a famous burial place. Established in 1842, it is Puerto Rico's first (and only) national pantheon. It is the only cemetery dedicated as a museum in Puerto Rico and the Caribbean. Prior to being dedicated as a Panteón Nacional, it was known as Cementerio Viejo or Cementerio Antiguo de Ponce, and is listed under that name on the U.S. National Register of Historic Places. The Pantheon is named after Román Baldorioty de Castro, a prolific Puerto Rican politician, and firm believer of Puerto Rican autonomy and independence. His remains are located here. The Pantheon also houses a small museum about the history of autonomism in the Island, and it is currently used both as a park and a venue for the expression of culture and the arts. It is called the Museo del Autonomismo Puertorriqueño. Prior to being turned into a National Pantheon in 1991, it was known as Antiguo Cementerio de Ponce (Ponce's Old Cemetery), to differentiate it from the newer (though now also over 100 years old) Cementerio Civil de Ponce (Ponce Civil Cemetery). Built in 1842, after the design of Antonio Torruella, the cemetery was enlarged in 1864, following the design of Nieto Blajol Iglesia. It closed in 1918.""]"
Parque del Litoral,Landmark,"['Parque Litoral Israel ""Shorty"" Castrois a park located in the city ofMayag\\xc3\\xbcez, Puerto Rico. It is commonly named ""ParquedelLitoral"".\\n', 'The park was created after the city was selected to host the2010 Central American and Caribbean Games.[1]Of all the construction projects built to prepare the city for the games the park was created with the intention of becoming the main legacy for the city.\\n', 'The park runs for 2.54 km with theMayag\\xc3\\xbcez Bayon one side and theJos\\xc3\\xa9 Gonz\\xc3\\xa1lez Clemente Avenueon the other. The entire park covers an area of about forty two acres.[1]The park consist of different sections. In its northern end beginning in theYag\\xc3\\xbcez Riveris the ""Central American Plaza"" and an open-air amphitheater.[1][2]In its southern end the parks meets up with the Parque Infantil del Milenio, and the newJos\\xc3\\xa9 Antonio Figueroa Athletics Stadiumand theIsidoro Garc\\xc3\\xada Stadium.\\n']","{'latitude': -67.15305278, 'longitude': 18.20041667}",parque_del_litoral.txt,"['Parque Litoral Israel ""Shorty"" Castro is a park located in the city of Mayagüez, Puerto Rico. It is commonly named ""Parque del Litoral"".\n', 'The park was created after the city was selected to host the 2010 Central American and Caribbean Games. Of all the construction projects built to prepare the city for the games, the park was created with the intention of becoming the main legacy for the city.\n', 'The park runs for 2.54 km with the Mayagüez Bay on one side and the José González Clemente Avenue on the other. The entire park covers an area of about forty-two acres. The park consists of different sections. In its northern end, beginning in the Yagüez River, is the ""Central American Plaza"" and an open-air amphitheater. In its southern end, the park meets up with the Parque Infantil del Milenio, and the new José Antonio Figueroa Athletics Stadium and the Isidoro García Stadium.\n']"
Parque del Retiro,Landmark,"['\\n', 'Parque del Retiro(English: Retirement Park) is the only senior citizens-oriented passive park inPonce, Puerto Rico. It is located in barrioCanas Urbano. The park commemorated its 30th anniversary on 11 February 2010. It has a ""steady attendance"" of some 70 senior citizens. The park\\\'s oldest member is 91 years old. The park\\\'s managing ranger is Roberto Castro Franceschi.[2]\\n', 'The park is located on Villa street, between the Clausells and Baldorioty sectors of barrioCanas Urbano.[3]The area is a mixed residential/commercial area on urban routePR-123. The park sits on an underprivileged sector of the city. The park is a self-contained non-profit entity. It is managed by the Ponce municipal government. It serves exclusively the City\\xe2\\x80\\x99s elderly population. The park is set ""in a calming setting among lush mahogany, avocado, almond, lemon and flamboy\\xc3\\xa1n trees.""[1]\\n']","{'latitude': -66.626511111111, 'longitude': 18.010169444444}",parque_del_retiro.txt,"['\\n', 'Parque del Retiro (English: Retirement Park) is the only senior citizens-oriented passive park in Ponce, Puerto Rico. It is located in barrio Canas Urbano. The park commemorated its 30th anniversary on 11 February 2010. It has a ""steady attendance"" of some 70 senior citizens. The park's oldest member is 91 years old. The park's managing ranger is Roberto Castro Franceschi.[2]\\n', 'The park is located on Villa Street, between the Clausells and Baldorioty sectors of barrio Canas Urbano.[3] The area is a mixed residential/commercial area on urban route PR-123. The park sits on an underprivileged sector of the city. The park is a self-contained non-profit entity. It is managed by the Ponce municipal government. It serves exclusively the city's elderly population. The park is set ""in a calming setting among lush mahogany, avocado, almond, lemon, and flamboyant trees.""[1]\\n']"
"Parque del Tricentenario (Ponce, Puerto Rico)",Landmark,"['\\n', 'Parque del Tricentenariois a passive urban park in the city ofPonce, Puerto Rico. The park was built to commemorate the 300th anniversary of the founding of the city. It was inaugurated during the mayoral administration of mayorRafael Cordero Santiago.\\n', 'The park is a passive urban family park. It is located in BarrioTerceroat the entrance to thePonce Historic Zoneon Miguel Pou Boulevard, at the southern terminus ofPR-1.\\n']","{'latitude': -66.60815556, 'longitude': 18.01244167}","parque_del_tricentenario_(ponce,_puerto_rico).txt","['\n', 'Parque del Tricentenario is a passive urban park in the city of Ponce, Puerto Rico. The park was built to commemorate the 300th anniversary of the founding of the city. It was inaugurated during the mayoral administration of Mayor Rafael Cordero Santiago.\n', 'The park is a passive urban family park. It is located in Barrio Tercero at the entrance to the Ponce Historic Zone on Miguel Pou Boulevard, at the southern terminus of PR-1.\n']"
Parque de Bombas,Landmark,"['\\n', 'TheParque de Bombas(English:firehouse[a]) is a historic formerfire stationinPonce, Puerto Rico. It is one ofPuerto Rico\\\'s most notable buildings, with some considering it ""by far the most easily recognized landmark in the Island.""[1]\\n', ""The Parque de Bombas is located at thePlaza Las Deliciastown square, directly behindPonce Cathedral. Originally built in 1882 as a pavilion for an exhibition, it became Puerto Rico\\'s first ever fire station.[2]In 1990, the fire station closed and was converted into amuseum. It was listed in theNational Register of Historic Placeson 12 July 1984.[3]\\n""]","{'latitude': None, 'longitude': None}",parque_de_bombas.txt,"['\n', 'The Parque de Bombas (English: firehouse[a]) is a historic former fire station in Ponce, Puerto Rico. It is one of Puerto Rico\'s most notable buildings, with some considering it ""by far the most easily recognized landmark on the Island.""[1]\n', ""The Parque de Bombas is located at the Plaza Las Delicias town square, directly behind Ponce Cathedral. Originally built in 1882 as a pavilion for an exhibition, it became Puerto Rico's first-ever fire station.[2] In 1990, the fire station closed and was converted into a museum. It was listed in the National Register of Historic Places on 12 July 1984.[3]\n""]"
Parque de Bombas Maximiliano Merced,Landmark,"['TheParque de Bombas Maximiliano Merced, at 42 Mu\\xc3\\xb1oz Rivera Street inAguas Buenas,Puerto Ricowas built in 1955. It was listed on theNational Register of Historic Placesin 2012.[1][2]\\n', 'It has also been known asParque Maximiliano Mercedand asAntiguo Parque de Bombas de Aguas Buenas.[3]\\n', '\\n']","{'latitude': None, 'longitude': None}",parque_de_bombas_maximiliano_merced.txt,"['The Parque de Bombas Maximiliano Merced, at 42 Muñoz Rivera Street in Aguas Buenas, Puerto Rico was built in 1955. It was listed on the National Register of Historic Places in 2012.[1][2]\n', 'It has also been known as Parque Maximiliano Merced and as Antiguo Parque de Bombas de Aguas Buenas.[3]\n', '\n']"
Parque de las Ciencias,Landmark,"['Parque de las Ciencias Luis A. Ferr\\xc3\\xa9is an educational and recreational park located inBayam\\xc3\\xb3n, Puerto Ricofocused onscience-related exhibitions. It is one of multiple touristic attractions inaugurated under the leadership of longtime mayorRamon Luis Riveraand is named in honor of formerGovernor of Puerto RicoLuis A. Ferr\\xc3\\xa9. The park closed for renovations in February 2011.[1]It reopened on January 10, 2016 after renovations at the cost of eleven million dollars.[2]\\n', 'Some of the main features of the park are a naturalobservatoryset on a hill at 285 feet (87m)above sea level, azoo, and an artificial lake. It also features exhibitions ofarchaeology,space exploration,transportation,scienceandhealth, among many others.\\n', 'The park also includes parks dedicated to late comedianJos\\xc3\\xa9 Miguel Agrelotand child entertainerJoaqu\\xc3\\xadn Monserrat(""Pacheco"").\\n']","{'latitude': -66.160277777778, 'longitude': 18.41}",parque_de_las_ciencias.txt,"['Parque de las Ciencias Luis A. Ferré is an educational and recreational park located in Bayamón, Puerto Rico focused on science-related exhibitions. It is one of multiple touristic attractions inaugurated under the leadership of longtime mayor Ramon Luis Rivera and is named in honor of former Governor of Puerto Rico Luis A. Ferré. The park closed for renovations in February 2011. It reopened on January 10, 2016 after renovations at the cost of eleven million dollars.\n', 'Some of the main features of the park are a natural observatory set on a hill at 285 feet (87 m) above sea level, a zoo, and an artificial lake. It also features exhibitions of archaeology, space exploration, transportation, science and health, among many others.\n', 'The park also includes parks dedicated to late comedian José Miguel Agrelot and child entertainer Joaquín Monserrat (""Pacheco"").\n']"
Parque de la Abolici\xc3\xb3n,Landmark,"['\\n', '\\n1890s (opened)[3][4]\\n\\n', 'Parque de la Abolici\\xc3\\xb3n(English: Abolition Park) is a city park inBarrio Cuarto,Ponce, Puerto Rico. It was the first park in theCaribbeanto commemorate the abolition ofslavery.[6]It was built in 1874 and renovated in 1956.\\n']","{'latitude': -66.61271983333333, 'longitude': 18.006329833333332}",parque_de_la_abolición.txt,"['\n', '\n1890s (opened)[3][4]\n\n', 'Parque de la Abolición (English: Abolition Park) is a city park in Barrio Cuarto, Ponce, Puerto Rico. It was the first park in the Caribbean to commemorate the abolition of slavery.[6] It was built in 1874 and renovated in 1956.\n']"
Parque de la Ceiba,Landmark,"['\\n', 'Parque de la Ceiba(English: Ceiba Tree Park) is apassive parkin sector Cuatro Calles of barrioSan Ant\\xc3\\xb3n,Ponce, Puerto Rico. Its centerpiece is the historicCeiba pentandra, a tree associated with the founding of the city. Now surrounded by the park with the same name, the emblematic 500-year-oldCeibatree stands on the edge of thePonce Historic Zone.[1][2]The park opened in 1984, under the administration of MayorJose Dapena Thompson.[3]A sign on the fence that surrounds the tree identifies its species asCeiba pentandra.\\n', 'The park is located on Comercio street, next toRio Portuguesin the Cuatro Calles sector of barrio San Ant\\xc3\\xb3n.[4]Today the area is a mixed residential/commercial area on urban routePR-133. The park is managed by the Ponce municipal government.[5]The tree is about half a mile east ofPlaza Las Delicias.\\n']","{'latitude': -66.60624999999999, 'longitude': 18.008411111111112}",parque_de_la_ceiba.txt,"['\n', 'Parque de la Ceiba (English: Ceiba Tree Park) is a passive park in sector Cuatro Calles of barrio San Antón, Ponce, Puerto Rico. Its centerpiece is the historic Ceiba pentandra, a tree associated with the founding of the city. Now surrounded by the park with the same name, the emblematic 500-year-old Ceiba tree stands on the edge of the Ponce Historic Zone.[1][2] The park opened in 1984, under the administration of Mayor Jose Dapena Thompson.[3] A sign on the fence that surrounds the tree identifies its species as Ceiba pentandra.\n', 'The park is located on Comercio street, next to Rio Portugues in the Cuatro Calles sector of barrio San Antón.[4] Today the area is a mixed residential/commercial area on urban route PR-133. The park is managed by the Ponce municipal government.[5] The tree is about half a mile east of Plaza Las Delicias.\n']"
Urban Ecological Park,Landmark,"['\\n', 'TheUrban Ecological Park(Spanish:Parque Ecol\\xc3\\xb3gico Urbano), also known as thePonce Ecological Park(Spanish:Parque Ecol\\xc3\\xb3gico de Ponce), is a passive park inPonce, Puerto Rico. The park was designed by Bonin Orozco Arquitectos[4]and was inaugurated on 19 September 2012.[5]The park is unique in that it was designed to create a ""green lung"" in the city by using ecological mindset in its entirety, from the construction materials used to the design and other areas as well. Except for one tree that got relocated within the project, the new park made use of all the existing trees and shrubs as they existed on the site prior to the development of the park.[6]\\n', 'Design of the park was by Bonnin Orozco Arquitectos.[7]The municipality started construction on 10 March 2010.[8]By February 2012, 46% of the construction had been completed.[9]It was scheduled to open in August 2012,[10][11]and the inauguration date was set for 24 August 2012,[12]but due toHurricane Isaacthat week, it was postponed several weeks. The park was finally inaugurated on 19 September 2012.[13]It was inaugurated with the animation of various artists includingDagmar,Glenn Monroig,Jackeline Cap\\xc3\\xb3and\\xc3\\x81ngel \\xe2\\x80\\x98Cuco\\xe2\\x80\\x99 Pe\\xc3\\xb1a.[14]\\n']","{'latitude': -66.60696999999999, 'longitude': 18.012119833333333}",parque_ecológico_urbano.txt,"['The Urban Ecological Park (Spanish: Parque Ecológico Urbano), also known as the Ponce Ecological Park (Spanish: Parque Ecológico de Ponce), is a passive park in Ponce, Puerto Rico. The park was designed by Bonnin Orozco Arquitectos and was inaugurated on 19 September 2012. The park is unique in that it was designed to create a ""green lung"" in the city by using an ecological mindset in its entirety, from the construction materials used to the design and other areas as well. Except for one tree that got relocated within the project, the new park made use of all the existing trees and shrubs as they existed on the site prior to the development of the park. Design of the park was by Bonnin Orozco Arquitectos. The municipality started construction on 10 March 2010. By February 2012, 46% of the construction had been completed. It was scheduled to open in August 2012, and the inauguration date was set for 24 August 2012, but due to Hurricane Isaac that week, it was postponed several weeks. The park was finally inaugurated on 19 September 2012. It was inaugurated with the animation of various artists including Dagmar, Glenn Monroig, Jackeline Capó, and Ángel ‘Cuco’ Peña.]"
Parque Familiar Julio Enrique Monagas,Landmark,"['\\n', 'Parque Familiar Julio Enrique Monagas(English:Julio Enrique Monagas Family Park) is Puerto Rico\\\'s largest passive park.[5][6]It is located in barrioBucan\\xc3\\xa1,Ponce, Puerto Rico, on the banks of theBucan\\xc3\\xa1andPortugu\\xc3\\xa9srivers. The park was named afterJulio Enrique Monagas, ""the father of Puerto Rican Olympic sports"".[7]In November 2017, the park was severely damaged byHurricane Mariaand, as of today (January 2021), remains closed.\\n', 'The park is located inbarrioBucana, at the merging ofRio PortuguesandRio Bucana, offPR-2(Ponce By-pass). The park was built at a cost of over $3 million.[8]\\n']","{'latitude': -66.5968, 'longitude': 17.995430555555558}",parque_familiar_julio_enrique_monagas.txt,"['\n', 'Parque Familiar Julio Enrique Monagas (English: Julio Enrique Monagas Family Park) is Puerto Rico's largest passive park. It is located in barrio Bucanã, Ponce, Puerto Rico, on the banks of the Bucanã and Portugués rivers. The park was named after Julio Enrique Monagas, ""the father of Puerto Rican Olympic sports."" In November 2017, the park was severely damaged by Hurricane Maria and, as of today (January 2021), remains closed.\n', 'The park is located in barrio Bucana, at the merging of Río Portugues and Río Bucana, off PR-2 (Ponce By-pass). The park was built at a cost of over $3 million.\n']"
Parque Lineal Veredas del Labrador,Landmark,"['\\n', 'Phase I: from N 18.00841, W 66.60625 to N 17.99086 W 66.59702\\nand from N 18.00339 W 66.59357 to N 17.99086 W 66.59702\\nPhase II: from N 18.00811 W 66.60674 to N 17.96898 W 66.60079\\n', 'TheParque Lineal Veredas del Labrador, also known asParque Lineal de Ponce,[3]Veredas del Labrador,[4]or justParque Lineal, is apassive parkinPonce, Puerto Rico. The park links to,[5]but it is different from, a neighboring park also currently under construction calledParque Ecol\\xc3\\xb3gico Urbano.[6][7][8]The park runs along theR\\xc3\\xado Portugu\\xc3\\xa9sandR\\xc3\\xado Bucan\\xc3\\xa1rivers in the city of Ponce.\\n']","{'latitude': -66.60631944, 'longitude': 18.00781944}",parque_lineal_veredas_del_labrador.txt,"['Phase I: from N 18.00841, W 66.60625 to N 17.99086 W 66.59702\nand from N 18.00339 W 66.59357 to N 17.99086 W 66.59702\nPhase II: from N 18.00811 W 66.60674 to N 17.96898 W 66.60079\n', 'The Parque Lineal Veredas del Labrador, also known as Parque Lineal de Ponce, Veredas del Labrador, or just Parque Lineal, is a passive park in Ponce, Puerto Rico. The park links to, but it is different from, a neighboring park also currently under construction called Parque Ecológico Urbano. The park runs along the Río Portugués and Río Bucaná rivers in the city of Ponce.\n']"
"Luis A. ""Wito"" Morales Park",Landmark,"['TheLuis A. ""Wito"" Morales Park(Spanish:Parque Luis A. ""Wito"" Morales) is aparkin the municipality ofPonce, Puerto Rico. It is part of theLake CerrillosDam recreational area.\\n', 'The park is located at the southern end ofLake Cerrillos, immediately south of the Cerrillos Dam, in BarrioMarag\\xc3\\xbcez. It can be reached viaPuerto Rico Highway 139.\\n', 'It is surrounded by mountains, abundant in vegetation, and it is at the center of theCerrillos State Forest, which is located 4 miles northeast of the city of Ponce.[3]\\n']","{'latitude': -66.57621388888889, 'longitude': 18.072566666666667}",parque_luis_a._wito_morales.txt,"['The Luis A. ""Wito"" Morales Park (Spanish: Parque Luis A. ""Wito"" Morales) is a park in the municipality of Ponce, Puerto Rico. It is part of the Lake Cerrillos Dam recreational area.\\n', 'The park is located at the southern end of Lake Cerrillos, immediately south of the Cerrillos Dam, in Barrio Maragüez. It can be reached via Puerto Rico Highway 139.\\n', 'It is surrounded by mountains, abundant in vegetation, and it is at the center of the Cerrillos State Forest, which is located 4 miles northeast of the city of Ponce.[3]\\n']"
